epoch,train_all,train_many,train_median,train_low,val_all,val_many,val_median,val_low,val_fscore
182,0.9637276785714286,0.9654918586999202,0.9784196560655782,0.9759511784511784,0.4394,0.586,0.43314285714285716,0.27566666666666667,0.43558839215666195
183,0.9618675595238095,0.9628154359685995,0.9704995606160637,0.9897058823529412,0.44,0.5877142857142857,0.43228571428571433,0.27666666666666667,0.4364969110557193
184,0.9642857142857143,0.9634096127390799,0.9757372090934715,0.9789814814814815,0.4398,0.5885714285714285,0.43114285714285716,0.2763333333333334,0.43670824525705043
185,0.9614025297619048,0.9603550307650006,0.9735572527914572,0.9879241129241129,0.44,0.5862857142857143,0.43257142857142866,0.27799999999999997,0.4367338956283055
186,0.9640066964285714,0.9629138298850675,0.97814137674486,0.9826851851851852,0.4412,0.5871428571428572,0.4334285714285715,0.28,0.4374923953451446
187,0.9649367559523809,0.9660143536788182,0.9756662554116114,0.9870655270655271,0.44,0.5880000000000001,0.4314285714285715,0.2773333333333333,0.4365339396852268
188,0.9621465773809523,0.9613408207433267,0.9766108387636828,0.9815829867300455,0.4406,0.5862857142857144,0.4348571428571429,0.2773333333333333,0.4373197213472572
189,0.9627976190476191,0.9641136226996297,0.9740297562398424,0.9943355119825709,0.4405,0.5877142857142856,0.43285714285714294,0.2776666666666667,0.4373407594579456
190,0.9625186011904762,0.961926114344238,0.9715955714500952,0.9937321937321938,0.4401,0.5885714285714286,0.4308571428571428,0.2776666666666667,0.4362753161658116
191,0.9609375,0.961487906295298,0.9715769349007082,0.9758454834925423,0.4403,0.5880000000000001,0.43114285714285716,0.27866666666666673,0.43722386094548243
192,0.962890625,0.9631899321203111,0.9709416141414329,0.9893518518518519,0.4393,0.5874285714285714,0.4317142857142857,0.2753333333333333,0.43550183228127665
193,0.9677269345238095,0.9704361777887923,0.9712972948584414,0.9795226070226071,0.4389,0.5865714285714285,0.42942857142857144,0.2776666666666667,0.4353156181883492
194,0.9616815476190477,0.9611025451452446,0.9796277281072171,0.980475113122172,0.439,0.586857142857143,0.43199999999999994,0.27466666666666667,0.4357685454226342
195,0.9610305059523809,0.9631700608213662,0.9673474072172391,0.9718355119825708,0.4395,0.5865714285714286,0.43199999999999994,0.27666666666666667,0.4355730982048234
196,0.9632626488095238,0.9637272298776789,0.9716424971021659,0.9840277777777777,0.4404,0.5897142857142857,0.4305714285714286,0.2776666666666667,0.4373424539716263
197,0.9637276785714286,0.9654294931335686,0.9761418568659949,0.9803062678062678,0.4399,0.586857142857143,0.4308571428571429,0.27899999999999997,0.4365295006237199
198,0.962890625,0.9633154842171708,0.972815001273813,0.9653988603988605,0.4413,0.5877142857142859,0.434,0.27899999999999997,0.43780077181679755
199,0.9651227678571429,0.9660488749697289,0.9832508095988749,0.9854166666666667,0.4411,0.5882857142857143,0.43114285714285716,0.28099999999999997,0.4379664574324948
200,0.9629836309523809,0.9655940642307781,0.9703642255191243,0.976417378917379,0.4391,0.5857142857142857,0.43228571428571433,0.27599999999999997,0.4353796457291347
